wikidata_code;birth;death;name;main_occ;citizenship;bplo1;dplo1;bpla1;dpla1
Q10383311;800;853;Torcato_de_Anjou;nobre;France;-.550000011920929;;47.46666717529297;
Q103844;1947;;Françoise_Barré-Sinoussi;biologist;France;2.351388931274414;;48.8569450378418;
Q10388251;1982;;Francesco_Caruso;football;US;-75.48332977294922;;40.59999847412109;
Q10388287;830;880;Urso_de_Chatillon;count;France;3.757499933242798;;49.09972381591797;
Q10388891;1888;1977;Valentine_Allorge;botanist;France;;1.906388878822327;;49.00611114501953
Q1039338;1883;1950;Pedro_Parages;football;Spain;-3.702500104904175;-.4280555546283722;40.41666793823242;44.91722106933594
Q10394287;1950;;Xavier_Jean_Marie_Plassat;frade;France;3.105555534362793;;50.4202766418457;
Q10396735;1978;;Talel_Chedly;football;France;5.717777729034424;;45.14277648925781;
Q1039808;1880;1956;Carl_Montag;painter;Switzerland;8.726710319519043;2.240277767181397;47.49919891357422;48.80749893188477
Q1039911;1982;;Carl_Naibo;sport;France;.7041666507720947;;44.40694427490234;
Q1039915;1382;1413;Joan,_Heiress_of_Navarre;heir;France;-3.702500104904175;-.3666670024394989;40.41666793823242;43.29999923706055
Q10399891;1981;;Francesco_Franzese;football;Italy;14.53333377838135;;40.93333435058594;
Q10403483;1983;;Romauld_Bouadji;football;France;4.841388702392578;;45.75888824462891;
Q10407352;1983;;Mathieu_Moreau;football;France;-4.097777843475342;;47.99583435058594;
Q10407620;1989;;Kévin_Aubeneau;football;France;-.4622222185134888;;46.32500076293945;
Q1041290;1777;1855;Carl_von_Beaulieu-Marconnay;leutnant;Germany;10.08250045776367;;52.62555694580078;
Q1041329;1767;1839;Joseph_François_Michaud;historian;France;5.945000171661377;2.284136056900024;45.7863883972168;48.85711288452148
Q1041411;1602;1675;Carl_von_Rabenhaupt;militar;Netherlands;14.3333330154419;6.75;49.83333206176758;52.66666793823242
Q104154;1811;1877;Urbain_Le_Verrier;astronomer;France;-1.091666698455811;2.351388931274414;49.11444473266602;48.8569450378418
Q10415540;1987;;Francesco_Amantini;football;Italy;12.497239112854;;43.77985000610352;
Q104173;1953;;Hélène_Esnault;mathematician;Germany;2.351388931274414;;48.8569450378418;
Q1041754;1889;1961;Étienne_Drioton;anthropologist;France;6.183610916137695;2.455277681350708;48.69277954101563;48.70750045776367
Q1041845;1710;1783;Carlo_Bertinazzi;playwright;France;7.699999809265137;2.351388931274414;45.06666564941406;48.8569450378418
Q1041979;1517;1561;Carlo_Carafa;priest;Italy;14.25;12.4663553237915;40.83333206176758;41.9030647277832
Q1042021;1945;;Jean-Marie_Poiré;film;France;2.351388931274414;;48.8569450378418;
Q1042154;1740;1828;Carlo_Francesco_Maria_Caselli;priest;France;8.619999885559082;10.32800006866455;44.913330078125;44.80147171020508
Q1042169;1653;1723;Carlo_Francesco_Pollarolo;composer;Italy;10.22028064727783;12.33194446563721;45.53888702392578;45.43972396850586
Q1042506;1798;1881;Prosper_Duvergier_de_Hauranne;politician;France;1.102499961853027;2.953888893127441;49.44305419921875;47.21666717529297
Q10427425;1981;;Nicolas_Camí;football;France;-.3700000047683716;;43.30083465576172;
Q1042835;1923;2019;Carlos_Cruz-Diez;artist;Venezuela;-66.93333435058594;2.351388931274414;10.5;48.8569450378418
Q1042856;1974;;Carlos_Da_Cruz;sport;France;2.087500095367432;;49.43416595458984;
Q1042948;1715;1774;Michel_Benoist;priest;France;5.04194450378418;116.4075241088867;47.32305526733398;39.90402984619141
Q1043058;1888;1942;Carlos_Mauricio_Valenti_Perrillat;painter;Guatemala;-85;2.351388931274414;13;48.8569450378418
Q1043131;1942;2004;Carlos_Pavlidis;actor;France;;2.351388931274414;;48.8569450378418
Q104318;1801;1882;Ludwig_Gruner;engraver;Germany;13.73999977111816;13.73999977111816;51.04999923706055;51.04999923706055
Q1043201;1941;;Carlos_Roqué_Alsina;composer;France;-58.38194274902344;;-34.59972381591797;
Q1043255;1980;;Carlos_Takam;boxer;Cameroon;9.699999809265137;;4.050000190734863;
Q104326;1948;;Jean-Michel_Jarre;composer;France;4.841388702392578;;45.75888824462891;
Q10433309;1952;;Branko_Tucak;football;France;17.21666717529297;;43.38333511352539;
Q1043335;1925;1997;Carlrichard_Brühl;medievalist;Germany;8.682222366333008;6.772380352020264;50.11055374145508;51.23114395141602
Q104402;1850;1939;Jean_Hoeffel;politician;Germany;7.221388816833496;7.48277759552002;48.19722366333008;48.82527923583984
Q1044150;;;J._Defert;player;France;2;;47;
Q1044174;1828;1884;Carol_Davila;physician;Romania;10.32800006866455;26.08333396911621;44.80147171020508;44.40000152587891
Q1044296;;;Carole_Franck;actor;France;2.351388931274414;;48.8569450378418;
Q1044462;1980;;Caroline_Bourg;actor;France;3.523333311080933;;50.35805511474609;
Q1044465;1829;1891;Caroline-Barbe_Colchen_Carré_de_Malberg;saint;France;6.176944255828857;6.176944255828857;49.11972045898438;49.11972045898438
Q1044483;1947;;Caroline_Eliacheff;psychiatrist;France;2.24138879776001;;48.83527755737305;
Q1044529;1802;1877;Caroline_Massin;bookseller;France;4.574166774749756;2.351388931274414;47.85833358764648;48.8569450378418
Q10445473;1985;;Jessie_Londas;football;France;2.453055620193481;;48.77777862548828;
Q10445810;1987;;Pascal_Razakanantenaina;football;Madagascar;46.31666564941406;;-15.71666622161865;
Q1044901;1818;1866;Marie-Nicolas-Antoine_Daveluy;priest;France;2.297777891159058;126.6166687011719;49.89194488525391;36.33333206176758
Q10452071;1960;2017;Serge_Duvernois;football;France;2.485555648803711;7.301666736602783;48.8025016784668;47.76889038085938
Q10455066;1988;;Maxime_Ras;football;France;.7138888835906982;;47.33750152587891;
Q104575;1854;1941;Paul_Sabatier_(chemist);chemist;France;2.351388931274414;1.443888902664185;43.2158317565918;43.60444259643555
Q104582;1871;1935;Victor_Grignard;chemist;France;-1.600000023841858;4.841388702392578;49.63333511352539;45.75888824462891
Q1047136;1976;;Casey_(rappeuse);rapper;France;1.102499961853027;;49.44305419921875;
Q1047458;1795;1871;Casimir_Dudevant;militar;France;.2286111116409302;;44.19250106811523;
Q1047461;1810;1880;Casimir_Gaillardin;historian;France;2.340277671813965;2.351388931274414;50.15666580200195;48.8569450378418
Q1047478;1812;1882;Casimir_Davaine;physician;France;3.426944494247437;2.186944484710693;50.44805526733398;48.84555435180664
Q1047487;1903;1945;Casimir_Oberfeld;composer;France;19.45472145080566;19.17519950866699;51.77694320678711;50.03710174560547
Q10478076;1969;;Philippe_Leclerc_(footballer);football;France;2.297777891159058;;49.89194488525391;
Q10478299;1975;;Guillaume_Rouger;football;France;-.488611102104187;;46.84000015258789;
Q10478307;1974;;Hervé_Schreiner;football;France;4.078055381774902;;48.29888916015625;
Q10478353;1971;;Jérôme_Sykora;football;France;-.3700000047683716;;43.30083465576172;
Q1047939;1760;1824;Caspar_Josef_Lizius;music;Germany;8.159555435180664;8.682222366333008;50.03480529785156;50.11055374145508
Q10482043;1989;;Joris_Jehan;football;France;4.885833263397217;;45.69694519042969;
Q1048893;1105;1186;Saint_Drogo;_saint;France;3.162499904632568;3.646666765213013;50.22999954223633;50.34222412109375
Q10491008;1987;;Mathieu_Bouyer;football;France;-1.553888916969299;;47.21722412109375;
Q10491131;1983;;Jean-Baptiste_Franceschi;football;France;2;;47;
Q104919;1845;1924;Gabriel_Fauré;composer;France;1.610833287239075;2.351388931274414;43.11639022827148;48.8569450378418
Q10492080;1991;;Mehdi_Bourabia;football;Morocco;5.04194450378418;;47.32305526733398;
Q10492199;1974;;Sébastien_Gimenez;football;France;4.808333396911621;;43.94861221313477;
Q10492312;1988;;Yoann_Tribeau;football;France;2.449722290039063;;48.73249816894531;
Q10492754;1980;;Grégory_Dutil;football;France;7.268333435058594;;43.70194625854492;
Q10492784;1981;;Sofiane_Bezzou;football;Algeria;1.102499961853027;;49.44305419921875;
Q10492839;1982;;Léonard_Mendy;football;France;1.152500033378601;;49.02333450317383;
Q10492886;1980;;Jean-Baptiste_Le_Bescond;football;France;-3.13611102104187;;48.58750152587891;
Q10492937;1980;;Mickaël_Pontal;football;France;4.874722003936768;;44.93444442749023;
Q10493131;1979;;Khaled_Kemas;football;Algeria;2.453055620193481;;48.77777862548828;
Q10493144;1985;;Julien_Perrin;football;France;4.841388702392578;;45.75888824462891;
Q10493190;1985;;Guillaume_Lépine;football;France;1.855555534362793;;50.9474983215332;
Q10493248;1988;;Ritchie_Zanga;football;France;2.444999933242798;;48.92333221435547;
Q10493378;1977;;Gilles_Doucende;football;France;5.037222385406494;;43.83666610717773;
Q10493404;1982;;Grégory_Nicot;football;France;4.913055419921875;;45.73860931396484;
Q10493520;1980;;Majid_Rabah;football;France;5.445555686950684;;43.52777862548828;
Q10493637;1978;;Julien_Gibert_(footballer,_born_1978);football;France;4.897500038146973;;45.820556640625;
Q10493895;1979;;Kenny_Vigier;football;France;1.716666698455811;;48.99055480957031;
Q10493939;1977;;Walid_Aïchour;football;France;2.576388835906982;;48.95611190795898;
Q10494;1955;;Alain_Prost;driver;France;4.581110954284668;;45.51194381713867;
Q104941;1881;1945;Joseph_Brom;politician;Germany;7.495277881622315;7.339166641235352;47.60166549682617;47.74861145019531
Q10494306;1983;;Francesco_Favasuli;football;Italy;16.26666641235352;;38.23333358764648;
Q1049934;1556;1617;Isaac_Oliver;painter;France;1.102499961853027;-.1274999976158142;49.44305419921875;51.50722122192383
Q10499469;1989;;Jonathan_Mendes;football;France;4.958889007568359;;45.76861190795898;
Q1050194;1763;1813;Léger-Félicité_Sonthonax;abolitionist;France;5.65500020980835;5.65500020980835;46.25555419921875;46.25555419921875
Q10508851;1981;;Mickaël_Germain;football;France;-61.69833374023438;;16.0272216796875;
Q1050943;1950;;Catherine_Colliot-Thélène;professor;France;-4.097777843475342;2.357852697372437;47.99583435058594;48.87550735473633
Q1050970;1958;;Catherine_Goldstein;mathematician;France;2.351388931274414;;48.8569450378418;
Q1050982;1946;;Catherine_Hiegel;actor;France;2.443055629730225;;48.86027908325195;
Q105100;1736;1808;Franz_Kasimir_von_Kleist;infantry;Germany;14.55527782440186;13.38333320617676;53.42472076416016;52.51666641235352
Q1051012;1958;;Catherine_Mégret;politician;France;2.351388931274414;;48.8569450378418;
Q1051027;1926;2020;Catherine_Paysan;writer;France;.425555557012558;.1969444453716278;48.17861175537109;48.00416564941406
Q1051043;1949;1985;Catherine_Stermann;actor;France;2.044722318649292;2.332233428955078;48.92889022827148;48.85052871704102
Q1051054;;1924;Catherine_Taintor;millionär;France;;8.541110992431641;;47.37444305419922
Q1051058;1506;1543;Catherine_Ségurane;héroïne;France;7.269999980926514;7.268333435058594;43.70000076293945;43.70194625854492
Q1051072;1736;1744;Thérèse_of_France_(1736–1744);princess;France;2.134166717529297;.0516666658222675;48.80472183227539;47.18138885498047
Q1051080;1740;1769;Catherine_Éléonore_Bénard;mistress;France;2.134166717529297;2.134166717529297;48.80472183227539;48.80472183227539
Q10512707;1912;1981;Josep_Maria_Corredor_i_Pomés;writer;Spain;2.816666603088379;2.89472222328186;41.98333358764648;42.6974983215332
Q1051294;1760;1842;Ioan_Sturdza;monarch;France;27.58888816833496;2.351388931274414;47.16222381591797;48.8569450378418
Q10513659;1989;;Aymen_Belaïd;football;France;2.351388931274414;;48.8569450378418;
Q105158;1957;;Christopher_Lambert;actor;France;-73.72721862792969;;40.78722381591797;
Q1051647;;571;Cautin;prelate;France;;3.086944341659546;;45.77972412109375
Q10516779;1990;;Francesco_Mancini_(footballer,_born_1990);football;Italy;12.48277759552002;;41.8930549621582;
Q10516868;1971;;Jérôme_Cintas;football;France;4.419722080230713;;44.01250076293945;
Q10516943;1990;;Francesco_Cattenari;football;Italy;13.61666679382324;;41.71666717529297;
Q10518472;1989;;Sofian_Saidi;football;France;2.247499942779541;;48.94777679443359;
Q10520287;1993;;Ibrahima_Tandia;football;France;2.295555591583252;;48.69694519042969;
Q1052275;1948;;Daniel_Picouly;writer;France;2.51111102104187;;48.89027786254883;
Q105246;1599;1653;Christoph_Martin_von_Degenfeld;militar;Germany;9.83055591583252;9.637777328491211;48.62444305419922;48.64277648925781
Q10525576;1977;;Francesco_Rossi_(footballer,_born_1977);football;Italy;12.8333330154419;;45.78333282470703;
Q10526230;1981;;Wilson_Grosset;football;France;55.4091682434082;;-21.28666687011719;
Q105265;1948;;Günther_Hussong;writer;Germany;7.233333110809326;;49.28333282470703;
Q10527051;1952;2008;Hervé_Gorce;football;France;2.376388788223267;2.376388788223267;51.03777694702148;51.03777694702148
Q10527203;1983;;Julien_Durand_(footballer);football;France;1.261666655540466;;45.83444595336914;
Q10528135;1992;;Jeffrey_Senou;football;France;2.406944513320923;;48.61805725097656;
Q1052933;1869;1959;Céline_Martin;religieuse;France;.0919444411993027;.2255555540323257;48.42972183227539;49.14555740356445
Q10530123;1985;;Max_Hilaire;football;Haiti;2.483611106872559;;48.90277862548828;
Q10530639;1994;;Diacko_Fofana;football;Mali;1.485000014305115;;49.09166717529297;
Q1053096;1937;;Christian_de_Chalonge;actor;France;3.079166650772095;;50.37083435058594;
Q10531459;1991;;Lilian_Bochet;football;France;3.972500085830689;;50.27694320678711;
Q10531654;1983;;Nicolas_Cicut;football;France;4.808333396911621;;43.94861221313477;
Q105320;1841;1895;Berthe_Morisot;painter;France;2.39555549621582;2.351388931274414;47.08361053466797;48.8569450378418
Q10533709;1972;;Hakim_Malek;football;France;5.232222080230713;;43.48777770996094;
Q1053375;1969;;Cendrine_Wolf;writer;France;7.355000019073486;;48.08111190795898;
Q10535676;1987;;Kévin_Malaga;football;France;5.93055534362793;;43.125;
Q10537131;1993;;Killian_Coquard;football;France;2;;47;
Q10539221;1988;;Jonathan_Ringayen;football;France;-1.427777767181397;;46.66972351074219;
Q1054198;1807;1874;Luigi_Des_Ambrois;statesman;Italy;6.832509994506836;12.48277759552002;45.03305053710938;41.8930549621582
Q1054282;1953;;Gérard_Rancinan;photographer;France;-.5883079767227173;;44.80859756469727;
Q1054349;1482;1562;Francesco_Torbido;painter;Italy;12.33194446563721;10.99277782440186;45.43972396850586;45.4386100769043
Q10543911;1993;;Kevin_Sainte-Luce;football;France;-61.58333206176758;;16.25;
Q1054400;1717;1787;Francesco_Griselini;botanist;Italy;12.33194446563721;9.189999580383301;45.43972396850586;45.46694564819336
Q10544470;1985;;Lucas_Rastello;football;France;5.376389026641846;;43.29666519165039;
Q10544544;1989;;Khalid_Boutaïb;football;Morocco;4.619999885559082;;44.16249847412109;
Q1054508;1626;1686;Jean-Baptiste_Cotelier;theologian;France;4.360000133514404;2.351388931274414;43.83694458007813;48.8569450378418
Q10547597;1959;;Kamel_Djabour;football;Congo;2.351388931274414;;48.8569450378418;
Q10548094;1990;;Paul_Babiloni;football;France;1.261666655540466;;45.83444595336914;
Q105487;1924;2009;Maurice_Jarre;composer;France;4.841388702392578;-118.6949996948242;45.75888824462891;34.03499984741211
Q10549210;1992;;Jean-Bryan_Boukaka;football;Congo;4.807499885559082;;45.71416854858398;
Q1054961;1952;;Jacques-Rémy_Girerd;film;France;4.246388912200928;;46.15305709838867;
Q1055126;1968;;Maxence_Fermine;writer;France;6.392499923706055;;45.67583465576172;
Q10552321;1840;1898;Francesc_Bonet_Dalmau;inventor;Spain;1.250833034515381;;41.28833389282227;
Q10553043;1991;;Armand_Gnanduillet;football;France;-.5555555820465088;;47.4727783203125;
Q1055367;1922;1949;Roger_Grava;football;France;12.51666641235352;7.766666889190674;46.26666641235352;45.08333206176758
Q10554207;1989;;Jacques_Fey;football;France;2.295555591583252;;48.69694519042969;
Q10554274;1992;;Jean-Landry_Bassilekin;football;France;10.79472255706787;;4.885555744171143;
Q10554921;1990;;Aurélien_Hérisson;football;Brazil;-35.88111114501953;;-7.230555534362793;
Q1055650;1530;1576;Francesco_Camilliani;sculptor;Italy;11.25416660308838;11.25416660308838;43.77138900756836;43.77138900756836
Q10557230;1990;;Rémi_Pillot;football;Belgium;6.021389007568359;;47.24222183227539;
Q10557278;1988;;Ismaël_Koné;football;France;2.351388931274414;;48.8569450378418;
Q1055784;1953;;Francesco_Salvi;actor;Italy;8.75;;46;
Q10557899;1989;;Mamadou_Diawara;football;France;3.086944341659546;;45.77972412109375;
Q10558287;1994;;Larry_Azouni;football;Tunisia;5.376389026641846;;43.29666519165039;
Q10558308;1994;;Jonathan_Santiago;football;France;5.376389026641846;;43.29666519165039;
Q10558323;1994;;Baptiste_Aloé;football;France;5.608055591583252;;43.17610931396484;
Q10558863;1982;;Aboubacar_Fofana_(French_footballer);football;France;2;;47;
Q10558928;1990;;Jessica_Shufelt;football;US;-77.61138916015625;;43.16555404663086;
Q1055926;1986;;Lalaïna_Nomenjanahary;football;Madagascar;47.52138900756836;;-18.93861198425293;
Q105605;1941;;Jules_A._Hoffmann;biologist;France;6.421666622161865;;49.81166839599609;
Q1056163;1952;;Cerrone;music;France;2.392777681350708;;48.78749847412109;
Q1056168;1952;;Hubert_Auriol;racer;France;38.73694610595703;2.186944484710693;9.027222633361816;48.84555435180664
Q1056241;1310;1373;Francesco_II_Ordelaffi;chamberlain;Italy;12.04083347320557;12.33194446563721;44.22249984741211;45.43972396850586
Q1056275;1349;1405;Francesco_III_Ordelaffi;chamberlain;Italy;11;;44;
Q105628;1910;1987;Jean_Rounault;writer;Germany;25.60000038146973;1.916666626930237;45.65000152587891;48.83333206176758
Q105644;1959;;Andreas_Sohn;medievalist;Germany;7.465277671813965;;51.51388931274414;
Q105659;1800;1866;Johann-Joseph_Krug;business;Germany;8.266666412353516;6.074166774749756;50;45.39361190795898
Q1056770;1435;1466;Francesco_IV_Ordelaffi;chamberlain;Italy;12.04083347320557;12.04083347320557;44.22249984741211;44.22249984741211
Q10569918;1809;1833;Louis_Lescure_du_Vergier_de_La_Rochejaquelein_–_;son;France;-.7475000023841858;-9.139016151428223;45.0525016784668;38.70804214477539
Q1056994;1912;2003;Ceslaw_Bojarski;banque;France;22.2291202545166;5.341944217681885;50.06871032714844;45.15250015258789
Q1057887;1954;2019;Huang_Yong_Ping;sculptor;China;118.0819473266602;2.355555534362793;24.47972297668457;48.83222198486328
